0,131404941	0,14154908	0,118226367	0,013977474	0,03459305	0,003763535	10,11822637	-2,165472887	0,20120672
-0,49071311	0,030668272	-0,088755832	0,007877598	-0,145544829	0,0037785	9,911244168	0,380887574	0,167873928
-1,012475998	0,041649806	-0,046189883	0,002133505	-0,073484438	0,00363757	9,953810117	-0,844891759	0,122536009
0,776731718	-0,004712512	-0,118579919	0,014061197	-0,122700815	0,003463264	9,881420081	-1,198854668	0,078322841
-1,099195524	-0,066949296	-0,216490203	0,046868008	-0,19083146	0,003118318	9,783509797	0,479300085	0,02281218
-0,039513069	-0,048073394	-0,15342752	0,023540004	-0,106257737	0,002744659	9,84657248	-0,827998701	-0,028461907
-1,635243495	-0,090196133	-0,214567018	0,046039005	-0,152115628	0,002369494	9,785432982	-1,810384978	-0,072976043
-0,849708773	-0,177962666	-0,359203361	0,129027055	-0,268862162	0,001786701	9,640796639	1,912666797	-0,130639393
-0,656178919	-0,087111483	-0,153293288	0,023498832	-0,05218821	0,001278068	9,846706712	-2,045097761	-0,172324808
-0,056056735	-0,183424014	-0,324756255	0,105466625	-0,216173448	0,000792179	9,675243745	0,245730116	-0,204966269
0,65790004	-0,169729077	-0,273050443	0,074556545	-0,151419013	0,000195125	9,726949557	-2,997436546	-0,241446906
-0,802806631	-0,309191212	-0,519974124	0,27037309	-0,371051736	-0,000605797	9,480025876	-1,179443421	-0,291034825
1,406532387	-0,360628259	-0,579744869	0,336104113	-0,388789313	-0,001705215	9,420255131	-0,73261297	-0,360958797
0,300342281	-0,388753622	-0,59360001	0,352360972	-0,368777876	-0,002874446	9,40639999	0,48148654	-0,427279304
-0,220191718	-0,357093328	-0,496159956	0,246174702	-0,256440087	-0,003954099	9,503840044	1,811960036	-0,474441929
-0,371761232	-0,260503938	-0,286964393	0,082348563	-0,063449551	-0,004721509	9,713035607	-1,318648868	-0,482546426
1,750318289	-0,312110863	-0,380470717	0,144757966	-0,174865643	-0,005381986	9,619529283	3,19353549	-0,475597029
-0,853506025	-0,148560334	-0,056542046	0,003197003	0,114635549	-0,005796921	9,943457954	0,657226607	-0,441518374
1,576997337	-0,105841602	0,0081501	6,64E-05	0,12635087	-0,005831508	10,0081501	-0,448533536	-0,371631513
0,806640193	-0,116723455	-0,033241245	0,00110498	0,048399465	-0,005846314	9,966758755	-0,71028122	-0,3049186
-0,074437059	-0,140993508	-0,094604501	0,008950012	-0,028837642	-0,005964414	9,905395499	3,595241079	-0,254310104
0,236717182	0,038988605	0,239823226	0,05751518	0,269190669	-0,005796183	10,23982323	-1,946835277	-0,181528772
-1,730402847	-0,045943488	0,041636278	0,00173358	0,039752995	-0,005510085	10,04163628	3,112358395	-0,106730293
-0,693736922	0,108499751	0,31994999	0,102367996	0,28659835	-0,005128496	10,31994999	1,293330396	-0,03193697
-0,453076208	0,174936598	0,408171947	0,166604338	0,325079001	-0,00438789	10,40817195	-0,557046065	0,066518083
1,16266604	0,151205557	0,320689785	0,102841938	0,205637292	-0,00365393	10,32068979	0,152744579	0,150631087
1,336486067	0,159343064	0,305468136	0,093310782	0,17686338	-0,003021609	10,30546814	-3,766273831	0,212038437
0,666021872	-0,020490036	-0,063572622	0,004041478	-0,166682988	-0,002786322	9,936427378	-1,323901222	0,22351083
-0,88445712	-0,084557948	-0,177802018	0,031613557	-0,226086266	-0,003025728	9,822197982	-0,728350398	0,183104482
-1,21555085	-0,119627097	-0,227700757	0,051847635	-0,226235227	-0,003426457	9,772299243	2,553032837	0,126455837
-0,00888366	0,002399229	0,024329957	0,000591947	0,040002667	-0,003614307	10,02432996	2,648642178	0,092892455
-0,313805365	0,129354376	0,26218348	0,068740177	0,247120013	-0,003312864	10,26218348	1,069860264	0,107887088
0,909031886	0,180425041	0,335386953	0,112484408	0,275436404	-0,002706811	10,33538695	-2,104301194	0,149740012
0,491255391	0,079088105	0,114266761	0,013056893	0,03883769	-0,002259631	10,11426676	-2,545368462	0,171109309
-0,092302097	-0,04411308	-0,126788249	0,01607526	-0,174336756	-0,002275728	9,873211751	0,109020928	0,144530629
0,682450859	-0,040760558	-0,105415775	0,011112486	-0,11832605	-0,002502434	9,894584225	-0,522194956	0,099108239
-0,448965387	-0,066744206	-0,143190395	0,020503489	-0,131043937	-0,002747062	9,856809605	1,961254168	0,055474861
-1,874779716	0,026113166	0,047545124	0,002260539	0,06200257	-0,002830712	10,04754512	0,934965658	0,031909255
0,419121728	0,070377301	0,127976141	0,016377893	0,122539827	-0,002647007	10,12797614	-0,312580335	0,036995675
1,232631595	0,054896309	0,088046475	0,007752182	0,066926071	-0,002427254	10,08804648	1,276855242	0,046016238
1,828385801	0,11461602	0,195793698	0,038335172	0,157356674	-0,002135226	10,1957937	-1,093724473	0,062122689
-0,05506989	0,060984159	0,078918717	0,006228164	0,031472441	-0,00186045	10,07891872	-3,828478149	0,075276965
3,820746129	-0,123228129	-0,275226687	0,075749729	-0,287940635	-0,002064748	9,724773313	1,113470142	0,041043696
-1,992168377	-0,071616717	-0,149362687	0,022309212	-0,123925083	-0,002480557	9,850637313	2,614625876	-0,00970339
-0,236484952	0,05249892	0,101150348	0,010231393	0,120116425	-0,002515345	10,10115035	3,555621254	-0,018342341
-0,742436546	0,2214969	0,414244983	0,171598906	0,381906371	-0,001984916	10,41424498	-0,524384764	0,029468574
0,345266643	0,19517809	0,329172639	0,108354626	0,24692237	-0,001241134	10,32917264	7,312319618	0,09388139
-1,072294816	0,540196505	0,962087465	0,92561229	0,795326311	7,26E-05	10,96208747	-4,946424218	0,207913873
0,321174051	0,299210125	0,426571793	0,181963495	0,204736772	0,001441715	10,42657179	-0,899541697	0,313943601
-0,676635373	0,248231999	0,30638001	0,09386871	0,098257456	0,002167014	10,30638001	-1,791253102	0,345839722
-0,756505607	0,153957422	0,116261844	0,013516816	-0,056518601	0,002578514	10,11626184	0,574271442	0,340490677
-0,443265313	0,172162902	0,157773367	0,024892435	0,019027862	0,002848519	10,15777337	-2,302362999	0,318585691
0,118443712	0,053737092	-0,065200142	0,004251058	-0,164001492	0,002927813	9,934799858	0,707548244	0,277162118
-0,382777375	0,079187084	0,00483761	2,34E-05	-0,056991634	0,002864016	10,00483761	-1,358108356	0,224288936
-0,736003415	0,007261068	-0,118692471	0,014087903	-0,149738787	0,0027404	9,881307529	-1,394318744	0,16953963
0,325842536	-0,065420941	-0,234308365	0,05490041	-0,225074947	0,002378391	9,765691635	-0,65222226	0,097284323
-0,669168545	-0,101377587	-0,272185829	0,074085126	-0,223940098	0,001866377	9,727814171	0,509073253	0,018687056
-1,891867633	-0,080458825	-0,201376714	0,040552581	-0,130587688	0,001391939	9,798623286	-0,564178036	-0,046556885
0,884504382	-0,109228238	-0,234259072	0,054877313	-0,15063247	0,000952852	9,765740928	-1,237747757	-0,099250693
-1,569111485	-0,168873782	-0,325209881	0,105761467	-0,222294436	0,000388982	9,674790119	0,976894952	-0,155362407
-0,371568133	-0,1217953	-0,207194113	0,0429294	-0,095297098	-0,000139701	9,792805887	-1,131142976	-0,198638004
0,288409029	-0,173884751	-0,290935861	0,084643675	-0,174184936	-0,000639868	9,709064139	-3,492799406	-0,231214318
0,670505557	-0,337372438	-0,581135525	0,337718499	-0,428613955	-0,001519544	9,418864475	2,35014429	-0,293313444
-2,164961049	-0,221095485	-0,315460113	0,099515083	-0,141508104	-0,002403278	9,684539887	-2,822762858	-0,345309294
-0,517774301	-0,349376168	-0,542708527	0,294532546	-0,353507089	-0,003263425	9,457291473	-0,200427739	-0,386493125
-1,04515912	-0,351488012	-0,511686041	0,261822604	-0,298212414	-0,004309203	9,488313959	1,088504098	-0,436949122
1,72914949	-0,290593758	-0,366653426	0,134434735	-0,152357061	-0,00517318	9,633346574	1,70766454	-0,460799665
-0,101455683	-0,199133066	-0,178648419	0,031915258	0,008397422	-0,005701282	9,821351581	-4,15127368	-0,445820839
1,080451369	-0,386206332	-0,538705774	0,290203911	-0,35124159	-0,00641863	9,461294226	-0,496842828	-0,447281165
-0,454204346	-0,398726679	-0,534911542	0,286130357	-0,320794316	-0,007478223	9,465088458	-1,555406699	-0,478137643
-0,44600651	-0,460242859	-0,627403726	0,393635435	-0,387318574	-0,008627544	9,372596274	4,085702705	-0,512433734
0,30114569	-0,251894631	-0,200233147	0,040093313	0,025403746	-0,009422758	9,799766853	-0,00267822	-0,506392992
1,004715734	-0,237578473	-0,182327832	0,033243438	0,000304798	-0,009785508	9,817672168	2,343230571	-0,457405297
0,05287161	-0,11215135	0,046575177	0,002169247	0,178305109	-0,00989388	10,04657518	-0,954983868	-0,386496492
0,464562667	-0,144701996	-0,04420074	0,001953705	0,044651042	-0,009874791	9,95579926	-0,84781228	-0,30982268
1,086406884	-0,173374912	-0,117035761	0,013697369	-0,043588827	-0,010018584	9,882964239	0,71932714	-0,256745127
-0,075821791	-0,128218306	-0,041232333	0,001700105	0,020422103	-0,010154129	9,958767667	2,0506638	-0,209614775
-1,389811422	-0,020405378	0,148365864	0,02201243	0,179305966	-0,010020442	10,14836586	-0,042622645	-0,143431105
0,10152816	-0,013432151	0,131055695	0,017175595	0,12890796	-0,009721861	10,13105569	0,79806964	-0,070808201
-1,450242343	0,03205507	0,191510246	0,036676174	0,162987939	-0,009378161	10,19151025	1,981303522	-0,004128693
0,379473708	0,132389911	0,353727467	0,125123121	0,288336818	-0,008809278	10,35372747	-0,505371049	0,073879887
1,173026414	0,112575948	0,275863405	0,076100618	0,180779959	-0,008165333	10,27586341	-3,05548625	0,14689564
0,461347068	-0,030395113	-0,026072183	0,000679759	-0,107914785	-0,007909625	9,973927817	0,229128503	0,170424259
0,217059953	-0,017840954	-0,002942167	8,66E-06	-0,055601774	-0,00792203	9,997057833	-2,897542518	0,161092669
1,305737715	-0,154151968	-0,265293151	0,070380456	-0,276327929	-0,008182987	9,734706849	1,024240566	0,12373068
-0,674944382	-0,103370771	-0,148416761	0,022027535	-0,122676387	-0,008576005	9,851583239	2,494469589	0,074058844
0,578551984	0,01809448	0,091120222	0,008302895	0,111128179	-0,008608058	10,09112022	0,831573913	0,061578154
-0,950638072	0,060275541	0,158230956	0,025037035	0,150539713	-0,008339502	10,15823096	0,27588895	0,077842096
-0,064129238	0,07519555	0,168894842	0,028525468	0,136690006	-0,007995682	10,16889484	2,442580588	0,099023991
-0,479604321	0,19229712	0,374969471	0,140602104	0,306863079	-0,007429459	10,37496947	-1,724858235	0,13894835
-1,163542423	0,109768179	0,184652399	0,034096508	0,094439589	-0,00686195	10,1846524	0,972451569	0,173650986
-1,263204683	0,154378856	0,256054272	0,06556379	0,158672964	-0,006405573	10,25605427	-2,157330415	0,19318161
0,918033853	0,049222593	0,037318084	0,001392639	-0,050340572	-0,006107048	10,03731808	-0,165576561	0,193515417
0,73490001	0,03843574	0,018928806	0,0003583	-0,044315383	-0,006039273	10,01892881	-0,978137448	0,170115268
-1,42313013	-0,01086229	-0,071439908	0,00510366	-0,108763172	-0,006082703	9,928560092	-2,255644938	0,136724098
0,107035407	-0,120554307	-0,269404486	0,072578777	-0,264703756	-0,006417707	9,730595514	-2,257004879	0,077610713
-0,422149114	-0,229291867	-0,44954988	0,202095094	-0,385662334	-0,007129176	9,55045012	2,285617586	-0,012037257
0,976575612	-0,120109389	-0,201649034	0,040662333	-0,107189737	-0,007757147	9,798350966	1,671449054	-0,083604589
-0,512755791	-0,038744487	-0,031881513	0,001016431	0,049288785	-0,00796924	9,968118487	-2,814378747	-0,106197544
-0,49601707	-0,170486199	-0,284072074	0,080696943	-0,201548376	-0,008277431	9,715927926	0,498142888	-0,13329672
0,324658489	-0,144076527	-0,213176323	0,045444145	-0,117458572	-0,008755262	9,786823677	-0,631121905	-0,170783002
-0,146258125	-0,170538632	-0,251056659	0,063029446	-0,14832175	-0,009202811	9,748943341	2,204207884	-0,199083976
-0,243391583	-0,061376279	-0,028524707	0,000813659	0,061554738	-0,009456246	9,971475293	-0,996986875	-0,202776711
-1,1876961	-0,104330719	-0,116300901	0,0135259	-0,043260818	-0,009584984	9,883699099	-0,875733239	-0,191661036
-1,666137623	-0,141604603	-0,185131757	0,034273768	-0,11076174	-0,009869278	9,814868243	0,834448735	-0,194120512
1,169393442	-0,097233804	-0,092722474	0,008597457	-0,020729512	-0,010124029	9,907277526	-0,199793776	-0,191542769
-0,421233775	-0,101899085	-0,10242684	0,010491258	-0,038004517	-0,010299082	9,89757316	-0,384356326	-0,18021462
-1,747190069	-0,115363876	-0,12797941	0,016378729	-0,065595732	-0,010509539	9,87202059	-2,247412791	-0,172239825
0,292048549	-0,217409779	-0,320073435	0,102447004	-0,239749167	-0,010942603	9,679926565	-3,012201811	-0,185870558
2,154697474	-0,355274461	-0,564073449	0,318178856	-0,435353901	-0,011812204	9,435926551	2,902860333	-0,239714355
0,257276744	-0,210183127	-0,249849246	0,062424646	-0,099065136	-0,012591151	9,750150754	-0,592618304	-0,278409075
0,735006196	-0,230267251	-0,280915987	0,078913792	-0,135841351	-0,013097273	9,719084013	-3,213464151	-0,286256083
0,217930732	-0,374621543	-0,546706356	0,29888784	-0,379062883	-0,013906834	9,453293644	1,130803455	-0,321009096
0,403461263	-0,311179496	-0,394665903	0,155761175	-0,205952933	-0,014814369	9,605334097	4,704060851	-0,359757317
0,345509638	-0,076520277	0,067455225	0,004550207	0,217124045	-0,015096121	10,06745522	0,447098263	-0,332482648
-0,002569497	-0,044755291	0,101864025	0,01037628	0,18795222	-0,014895652	10,10186402	1,368148368	-0,259912607
-1,082427747	0,029448825	0,216633216	0,04692995	0,247146286	-0,014543854	10,21663322	0,219228247	-0,178388192
1,094656653	0,04738525	0,216868416	0,04703191	0,201591006	-0,014081719	10,21686842	0,59005411	-0,09442218
-0,826224225	0,081270363	0,250691957	0,062846457	0,201637038	-0,013585354	10,25069196	0,440327319	-0,016724712
0,931124087	0,106416054	0,267879485	0,071759418	0,192115191	-0,013039579	10,26787948	-0,273018479	0,055553934
0,770974944	0,096044708	0,218855407	0,047897689	0,128355388	-0,012528925	10,21885541	-2,3837109	0,11392919
-0,216547317	-0,016101773	-0,017027184	0,000289925	-0,092387206	-0,012310195	9,982972816	2,20634049	0,134346779
1,114111103	0,089600866	0,184486886	0,034035411	0,118513255	-0,012111533	10,18448689	-1,836935336	0,147085527
0,499642598	0,002448586	0,001276064	1,63E-06	-0,056752202	-0,011907915	10,00127606	1,86097211	0,154707275
0,483253702	0,090823744	0,169828896	0,028841854	0,115443578	-0,011707524	10,1698289	1,372120991	0,158337787
-1,051342679	0,155548688	0,278798175	0,077728423	0,204471246	-0,011232291	10,27879818	-0,711892809	0,185038742
0,098765476	0,120139072	0,189007281	0,035723752	0,101365973	-0,010745529	10,18900728	2,039214926	0,207622785
-0,958519113	0,214728017	0,356700136	0,127234987	0,251597033	-0,01017326	10,35670014	0,642585061	0,234156659
0,981851959	0,241841224	0,382611205	0,146391334	0,251011612	-0,009413491	10,38261121	0,583896198	0,273626641
-0,772926591	0,264814658	0,400854593	0,160684405	0,247917658	-0,008611387	10,40085459	-2,503539951	0,311018216
0,30481528	0,139565728	0,137615916	0,01893814	-0,007118008	-0,008065097	10,13761592	0,059915035	0,317341521
0,160125097	0,135683071	0,130573527	0,017049446	0,011509074	-0,007781298	10,13057353	-2,047611752	0,295457558
0,345589528	0,031555966	-0,066845454	0,004468315	-0,150286795	-0,007708722	9,933154546	2,030549372	0,252838826
-0,571205708	0,121988586	0,123251115	0,015190837	0,061107275	-0,007630581	10,12325112	-1,669104298	0,213816531
1,282078758	0,036826148	-0,039198324	0,001536509	-0,086447123	-0,007536827	9,960801676	0,648828884	0,179097926
-0,510303253	0,062328685	0,023160756	0,000536421	-0,007701841	-0,007535694	10,02316076	0,297089438	0,13936639
-0,119715529	0,071635244	0,047988176	0,002302865	0,021232192	-0,007448725	10,04798818	0,643190881	0,112457958
1,44969849	0,097705441	0,101934143	0,010390569	0,071199114	-0,007282257	10,10193414	-1,244345559	0,097153451
-1,494203334	0,034050129	-0,020085397	0,000403423	-0,046430826	-0,007190041	9,979914603	2,584242913	0,077541923
-1,368432498	0,152815756	0,215956892	0,046637379	0,180213325	-0,006972066	10,21595689	-1,236563397	0,073886467
0,45366288	0,089711639	0,084308277	0,007107886	0,036682858	-0,006662595	10,08430828	-0,323739335	0,080518419
1,540112807	0,069782009	0,04732504	0,002239659	0,00485549	-0,006519025	10,04732504	2,85207194	0,072094327
-1,203171673	0,201098424	0,30153219	0,090921662	0,242221956	-0,006148947	10,30153219	-3,289938858	0,087617123
0,04730579	0,039769132	-0,023979399	0,000575012	-0,083936779	-0,005870327	9,976020601	-2,712885597	0,093140091
0,394041873	-0,094238971	-0,267687373	0,07165653	-0,281836018	-0,006158165	9,732312627	1,175013133	0,044407767
-0,273873395	-0,042099216	-0,13692877	0,018749488	-0,11413929	-0,006545677	9,86307123	3,217154385	-0,008393341
-1,955518318	0,108468165	0,16706726	0,027911469	0,177361026	-0,006492273	10,16706726	-2,573410606	-0,012462384
0,179788732	-0,016350869	-0,081314892	0,006612112	-0,079441013	-0,006401983	9,918685108	0,175926472	-0,01147204
-1,175987957	-0,010293137	-0,057999921	0,003363991	-0,045453167	-0,006527584	9,942000079	0,846083666	-0,029405995
0,483339267	0,028184427	0,023941346	0,000573188	0,034485333	-0,006545812	10,02394135	-0,571688136	-0,033983074
1,488087009	-0,000560175	-0,030043302	0,0009026	-0,022028826	-0,006540644	9,969956698	-3,880993334	-0,034713353
-0,941332774	-0,186599039	-0,379072669	0,143696088	-0,337112575	-0,006948015	9,620927331	0,738650132	-0,074182889
1,014406372	-0,151732633	-0,277768295	0,077155226	-0,196337564	-0,007586912	9,722231705	-2,074207619	-0,130574244
-0,992784109	-0,249203414	-0,440587879	0,194117679	-0,325458266	-0,008294864	9,559412121	1,407266413	-0,187073528
-2,246068825	-0,179492761	-0,27310832	0,074588154	-0,138488387	-0,008985645	9,72689168	3,249282338	-0,23396596
0,593877243	-0,020801565	0,046142196	0,002129102	0,152463409	-0,0091837	10,0461422	-1,928807744	-0,226180554
-1,444670621	-0,108401692	-0,132856628	0,017650884	-0,052969092	-0,009257995	9,867143372	2,161669373	-0,204896922
2,611649278	-0,001552377	0,075106848	0,005641039	0,131707668	-0,0092902	10,07510685	-2,060675066	-0,178829173
0,232021668	-0,095880548	-0,118468919	0,014034885	-0,07536331	-0,009321463	9,881531081	-4,37366873	-0,154161933
-0,764320964	-0,300498016	-0,504137309	0,254154426	-0,420757955	-0,009937786	9,495862691	1,691891794	-0,187485938
-0,446143482	-0,215386957	-0,30510106	0,093086657	-0,184148819	-0,01071967	9,69489894	-2,584240181	-0,232573279
-1,922133495	-0,332368764	-0,511669953	0,261806141	-0,361577338	-0,01152115	9,488330047	5,734968509	-0,27500839
0,240467906	-0,052208407	0,054491708	0,002969346	0,188129256	-0,011935822	10,05449171	0,409551628	-0,273937354
-0,308579032	-0,025160339	0,086672427	0,00751211	0,164353362	-0,01176987	10,08667243	-1,615314355	-0,216093078
-1,094723075	-0,095500772	-0,067586487	0,004567933	-0,015820506	-0,011732472	9,932413513	-0,824700477	-0,174924261
